id;gender;ssc_pct;ssc_board;hsc_pct;hsc_board;hsc_stream;degree_pct;degree_type;work_exp;emptest_pct;stream;mba_pct;predictecd_prob
20740;Male;51.13;Central Board;55.98;Central Board;Commerce;50.47;Commerce & Mgmt;No;67.24;HR;63.85;0
20741;Female;61.0;Central Board;81.0;Central Board;Commerce;66.4;Commerce & Mgmt;No;50.89;HR;62.21;0
20742;Female;77.44;Central Board;92.0;State Board;Commerce;72.0;Commerce & Mgmt;Yes;94.0;Finance;67.13;0
20743;Male;67.58;State Board;42.02;State Board;Arts;56.75;Commerce & Mgmt;No;50.2;Finance;52.84;0
20744;Female;50.44;Central Board;75.36;State Board;Commerce;69.3;Commerce & Mgmt;No;97.2;Finance;71.33;0
20745;Male;67.94;State Board;55.64;State Board;Science;67.94;Science & Tech;No;73.36;HR;68.42;0
20746;Male;62.01;State Board;63.01;State Board;Commerce;63.99;Commerce & Mgmt;No;67.06;Finance;;0
20747;Male;84.2;Central Board;73.4;Central Board;Commerce;66.89;Commerce & Mgmt;No;61.6;Finance;62.48;1
20748;Female;77.48;Central Board;88.27;Central Board;Commerce;57.73;Commerce & Mgmt;No;67.34;Finance;69.51;0
20749;Male;70.79;Central Board;63.0;Central Board;Science;66.79;Science & Tech;No;66.24;HR;61.59;0
20750;Male;59.57;Central Board;6.42;State Board;Science;66.91;Commerce & Mgmt;No;78.61;HR;53.47;0
20751;Female;64.0;Central Board;67.0;State Board;Science;69.6;Science & Tech;Yes;55.67;HR;71.49;0
20752;Male;81.85;Central Board;63.99;Central Board;Science;65.95;Science & Tech;Yes;67.27;Finance;62.22;0
20753;Female;40.89;State Board;45.83;;Commerce;53.0;Commerce & Mgmt;No;71.2;HR;65.49;0
20754;Male;;Central Board;78.0;State Board;Commerce;61.0;Commerce & Mgmt;Yes;88.56;Finance;71.55;1
20755;Female;75.48;State Board;55.08;State Board;Science;57.51;Science & Tech;Yes;81.28;Finance;57.72;0
20756;Male;77.86;Central Board;81.08;Central Board;Commerce;;Commerce & Mgmt;No;96.43;Finance;62.91;1
20757;Male;52.0;Central Board;63.0;State Board;Science;5.91;Science & Tech;Yes;86.0;HR;56.09;0
20758;Male;62.77;State Board;61.26;State Board;Commerce;63.52;Commerce & Mgmt;No;65.07;Finance;59.12;0
20759;Female;71.36;State Board;72.01;State Board;Science;65.85;Commerce & Mgmt;No;68.0;HR;71.92;0
20760;Female;74.02;State Board;59.56;Central Board;Science;84.87;Science & Tech;No;97.24;Finance;64.77;0
20761;Female;63.19;Central Board;70.68;Central Board;Commerce;76.23;Commerce & Mgmt;No;50.36;HR;52.57;0
20762;Male;50.11;Central Board;52.98;Central Board;Science;52.0;Science & Tech;No;63.61;HR;56.15;0
20763;Female;83.85;State Board;76.2;State Board;Science;70.59;Science & Tech;Yes;4.45;HR;62.27;0
20764;Male;77.46;State Board;49.36;State Board;Science;63.78;Science & Tech;Yes;64.0;Finance;71.57;0
20765;Female;66.25;Central Board;76.88;Central Board;Commerce;69.63;Commerce & Mgmt;Yes;68.24;Finance;;0
20766;Male;73.0;Central Board;77.98;State Board;Commerce;64.88;Commerce & Mgmt;Yes;95.53;Finance;62.17;1
20767;Female;61.38;Central Board;97.15;State Board;Commerce;76.09;Commerce & Mgmt;Yes;86.09;Finance;73.5;0
20768;Male;53.69;State Board;59.52;State Board;Science;72.0;Science & Tech;No;74.96;Finance;51.48;0
20769;Male;77.5;State Board;64.76;State Board;Commerce;71.44;Commerce & Mgmt;No;87.74;Finance;59.45;1
20770;Male;56.35;Central Board;89.1;State Board;Commerce;66.0;Science & Tech;No;50.29;Finance;53.17;0
20771;Male;62.56;Central Board;47.99;Central Board;Commerce;50.17;Commerce & Mgmt;No;76.42;HR;54.42;0
20772;Male;63.14;State Board;60.43;State Board;Arts;63.29;Commerce & Mgmt;No;64.14;Finance;60.12;0
20773;Female;69.46;Central Board;66.63;Central Board;Arts;73.78;Commerce & Mgmt;Yes;84.97;Finance;74.84;0
20774;Male;62.0;Central Board;58.0;State Board;Science;53.0;Commerce & Mgmt;No;89.0;HR;60.22;1
20775;Male;63.5;Central Board;83.59;Central Board;Science;66.08;Commerce & Mgmt;No;708.02;HR;59.37;0
20776;Male;58.0;Central Board;73.98;Central Board;Commerce;59.51;Commerce & Mgmt;No;54.06;Finance;51.4;0
20777;Male;49.23;State Board;59.0;State Board;Science;65.12;Science & Tech;Yes;86.94;Finance;62.59;0
20778;Male;73.27;Central Board;66.08;State Board;Science;72.9;Commerce & Mgmt;No;69.1;Finance;55.71;1
20779;Male;64.01;Central Board;68.0;Central Board;Arts;64.0;Commerce & Mgmt;No;75.3;Finance;59.94;0
20780;Male;80.92;State Board;78.5;State Board;Commerce;67.0;Commerce & Mgmt;No;68.71;Finance;60.99;1
20781;Male;62.61;Central Board;67.39;Central Board;Commerce;73.81;Commerce & Mgmt;No;81.81;Finance;60.74;1
20782;Male;55.0;State Board;49.8;State Board;Science;67.25;Science & Tech;Yes;;Finance;51.58;0
20783;Female;76.05;State Board;70.83;State Board;Commerce;82.44;Commerce & Mgmt;Yes;90.02;Finance;71.09;0
20784;Male;70.35;State Board;79.0;;Commerce;64.04;Commerce & Mgmt;Yes;94.87;Finance;56.33;0
20785;Male;63.32;Central Board;65.55;State Board;Commerce;71.39;Commerce & Mgmt;Yes;56.42;Finance;56.4;0
20786;Female;67.08;Central Board;70.02;Central Board;Commerce;65.01;Other Degree;No;88.07;HR;72.06;0
20787;Female;55.92;Central Board;58.15;State Board;Commerce;80.19;Commerce & Mgmt;No;67.84;HR;72.05;0
20788;Female;55.67;Central Board;57.84;State Board;Commerce;80.41;Commerce & Mgmt;No;67.34;HR;72.46;0
20789;Female;52.78;State Board;53.79;Central Board;Commerce;50.27;Commerce & Mgmt;Yes;79.03;Finance;66.18;0
20790;Male;62.18;State Board;51.19;State Board;Science;51.62;Other Degree;No;67.95;HR;62.21;0
20791;Male;75.87;State Board;75.32;State Board;Commerce;61.64;Commerce & Mgmt;Yes;97.16;Finance;55.87;0
20792;Female;67.96;Central Board;41.73;Central Board;Commerce;74.2;Science & Tech;No;79.41;HR;56.68;0
20793;Female;78.38;Central Board;64.13;Central Board;Science;64.08;Science & Tech;No;77.09;HR;;0
20794;Male;64.66;State Board;60.67;Central Board;Science;73.34;Commerce & Mgmt;No;71.33;Finance;62.02;1
20795;Male;71.63;Central Board;63.0;Central Board;Science;67.08;Science & Tech;No;61.97;HR;59.16;0
20796;Female;67.54;Central Board;77.71;Central Board;Commerce;73.47;Commerce & Mgmt;No;70.66;HR;62.64;0
20797;Male;;State Board;58.51;State Board;Arts;4.81;Commerce & Mgmt;No;8.6;HR;51.71;0
20798;Female;60.0;Central Board;63.0;Central Board;Arts;56.0;Other Degree;Yes;80.0;HR;56.63;0
20799;Male;67.89;Central Board;72.06;Central Board;Science;64.05;Other Degree;Yes;64.89;HR;60.98;0
20800;Female;70.0;Central Board;76.5;Central Board;Commerce;65.88;Commerce & Mgmt;No;50.37;Finance;62.68;0
20801;Female;41.03;State Board;37.04;State Board;Science;51.5;Commerce & Mgmt;No;76.4;HR;70.69;0
20802;Male;52.0;Central Board;63.0;State Board;Science;65.0;Science & Tech;Yes;86.0;HR;56.09;0
20803;Male;65.0;Central Board;68.0;State Board;Science;69.0;Commerce & Mgmt;No;53.7;HR;55.01;0
20804;Male;74.03;Central Board;79.44;Central Board;Commerce;72.0;Commerce & Mgmt;No;92.42;Finance;61.63;1
20805;Female;88.69;State Board;;State Board;Science;66.92;Science & Tech;No;60.19;Finance;58.41;0
20806;Male;84.86;State Board;67.0;State Board;Science;78.0;Commerce & Mgmt;No;95.5;Finance;68.53;1
20807;Male;72.82;State Board;44.0;State Board;Science;63.87;Science & Tech;Yes;63.45;Finance;64.27;0
20808;Male;62.17;Central Board;46.46;Central Board;Commerce;50.32;Commerce & Mgmt;No;76.9;HR;4.08;0
20809;Male;53.95;Central Board;61.1;State Board;Science;62.86;Commerce & Mgmt;Yes;65.24;Finance;51.25;0
20810;Female;73.56;State Board;56.88;State Board;Science;64.33;Commerce & Mgmt;No;52.7;HR;56.0;0
20811;Male;61.96;Central Board;66.99;Central Board;Commerce;57.95;Commerce & Mgmt;No;77.02;Finance;51.27;0
20812;Male;80.0;State Board;80.0;;Commerce;72.0;Commerce & Mgmt;Yes;63.79;Finance;66.04;1
20813;Male;59.0;Central Board;64.0;;Science;58.0;Science & Tech;No;85.0;HR;55.3;0
20814;Female;66.85;Central Board;52.5;Central Board;Science;64.95;Science & Tech;No;64.14;HR;58.23;0
20815;Male;51.96;State Board;54.96;State Board;Science;61.96;Science & Tech;No;60.0;HR;61.24;1
20816;Male;52.71;Central Board;48.28;Central Board;Arts;50.16;Commerce & Mgmt;No;64.86;Finance;51.66;0
20817;Male;64.81;Central Board;71.55;State Board;Commerce;62.66;Commerce & Mgmt;Yes;56.35;Finance;56.17;0
20818;Male;77.0;Central Board;70.0;Central Board;Commerce;59.0;Commerce & Mgmt;Yes;58.0;Finance;54.43;0
20819;Female;59.0;Central Board;60.0;State Board;Commerce;56.0;Commerce & Mgmt;No;55.0;;57.9;0
20820;Female;56.28;State Board;62.83;State Board;Commerce;59.79;Commerce & Mgmt;No;60.0;HR;57.29;0
20821;Male;57.46;State Board;38.26;State Board;Science;59.87;Commerce & Mgmt;No;73.35;HR;57.61;0
20822;Male;58.0;State Board;60.0;State Board;Science;72.0;Science & Tech;No;74.0;Finance;53.62;0
20823;Male;55.6;State Board;51.0;State Board;Commerce;57.5;Commerce & Mgmt;No;57.63;HR;62.72;1
20824;Male;74.34;State Board;61.78;State Board;Arts;77.34;Commerce & Mgmt;No;85.0;Finance;58.22;1
20825;Male;63.0;State Board;67.0;State Board;Commerce;66.0;Commerce & Mgmt;No;68.0;HR;57.69;0
20826;Male;79.0;Central Board;65.87;Central Board;Science;64.77;Science & Tech;Yes;97.09;Finance;67.58;0
20827;Male;65.0;Central Board;71.12;State Board;Science;68.51;Commerce & Mgmt;No;51.46;HR;53.13;0
20828;Male;70.05;State Board;64.21;State Board;Commerce;55.16;Commerce & Mgmt;No;72.47;HR;55.27;0
20829;Male;75.96;Central Board;89.58;State Board;Commerce;66.15;Commerce & Mgmt;Yes;90.4;Finance;69.47;0
20830;Female;82.0;State Board;64.0;State Board;Science;73.0;Science & Tech;Yes;96.0;Finance;71.77;0
20831;Female;70.38;Central Board;97.13;State Board;Commerce;77.84;Commerce & Mgmt;Yes;91.62;Finance;70.02;0
20832;Male;72.0;State Board;63.0;State Board;Science;77.5;Science & Tech;Yes;78.0;Finance;54.48;0
20833;Female;66.54;Central Board;66.8;Central Board;Arts;69.35;Commerce & Mgmt;Yes;80.46;Finance;71.05;0
20834;Male;63.46;Central Board;67.32;State Board;Science;67.97;Commerce & Mgmt;No;;HR;55.08;0
20835;Female;75.12;State Board;54.46;State Board;Science;63.17;Commerce & Mgmt;No;52.78;HR;53.22;0
20836;Female;80.31;State Board;61.26;State Board;Science;77.2;Science & Tech;Yes;67.91;Finance;68.89;0
20837;Male;87.42;Central Board;70.78;State Board;Commerce;57.92;Commerce & Mgmt;Yes;87.67;Finance;73.4;1
20838;Male;66.0;Central Board;76.0;Central Board;Commerce;72.0;Commerce & Mgmt;Yes;84.0;HR;58.95;0
20839;Male;66.79;State Board;61.3;State Board;Commerce;60.18;Commerce & Mgmt;Yes;65.51;HR;51.48;0
20840;Male;66.57;State Board;63.16;Central Board;Science;73.73;Commerce & Mgmt;No;71.57;Finance;57.96;1
20841;Male;43.77;Central Board;58.03;Central Board;Arts;55.12;Commerce & Mgmt;Yes;64.17;HR;58.42;0
20842;Male;87.54;State Board;88.44;State Board;Commerce;68.0;Commerce & Mgmt;No;96.97;HR;62.22;0
20843;Male;55.53;State Board;60.38;State Board;Commerce;61.62;Commerce & Mgmt;No;54.91;HR;54.9;0
20844;Male;63.0;State Board;62.0;State Board;Commerce;68.0;Commerce & Mgmt;No;64.0;Finance;62.46;1
20845;Female;64.0;State Board;70.2;Central Board;Commerce;61.0;Commerce & Mgmt;No;50.0;Finance;62.5;0
20846;Female;67.33;State Board;66.73;Central Board;Arts;73.56;Commerce & Mgmt;No;61.56;Finance;65.63;0
20847;Male;73.09;Central Board;64.04;State Board;Commerce;77.17;Commerce & Mgmt;Yes;64.96;HR;60.95;1
20848;Male;67.15;State Board;43.55;State Board;Commerce;51.69;Commerce & Mgmt;;56.46;Finance;51.46;0
20849;Male;55.37;Central Board;60.12;Central Board;Commerce;55.61;Commerce & Mgmt;Yes;62.0;HR;64.4;1
20850;Female;5.12;State Board;70.4;Central Board;Arts;71.93;Commerce & Mgmt;No;61.0;Finance;64.27;0
20851;Female;76.79;;75.18;State Board;Commerce;84.84;Commerce & Mgmt;No;57.71;Finance;67.13;0
20852;Female;87.0;State Board;64.97;State Board;Science;81.01;Commerce & Mgmt;Yes;88.02;Finance;72.79;0
20853;Male;76.61;State Board;77.46;State Board;Arts;63.97;Commerce & Mgmt;Yes;69.08;Finance;62.29;1
20854;Female;69.7;Central Board;47.0;Central Board;Commerce;72.7;Science & Tech;No;79.0;HR;59.24;0
20855;Male;51.69;Central Board;63.82;State Board;Science;61.53;Commerce & Mgmt;Yes;71.96;Finance;51.43;0
20856;Male;65.81;State Board;60.41;Central Board;Science;73.78;Commerce & Mgmt;No;74.97;Finance;60.21;1
20857;Female;41.25;State Board;45.68;State Board;Commerce;52.95;Commerce & Mgmt;No;71.31;HR;65.64;0
20858;Male;66.94;Central Board;70.73;Central Board;Commerce;72.19;Commerce & Mgmt;Yes;82.65;HR;58.41;0
20859;Female;88.96;State Board;65.61;State Board;Science;85.86;Commerce & Mgmt;Yes;83.14;Finance;73.39;0
20860;Male;82.86;State Board;;State Board;Science;75.19;Commerce & Mgmt;No;97.98;Finance;64.55;1
20861;Male;62.0;Central Board;58.0;State Board;Science;53.0;Commerce & Mgmt;No;89.0;HR;60.22;1
20862;Male;81.08;State Board;94.7;State Board;Science;61.09;Science & Tech;No;77.31;Finance;56.03;0
20863;Male;79.68;State Board;67.28;State Board;Science;67.42;Science & Tech;No;91.64;HR;66.86;0
20864;Male;67.47;State Board;63.47;Central Board;Commerce;71.53;Commerce & Mgmt;No;55.06;HR;;1
20865;Male;59.0;Central Board;64.0;State Board;Science;580.0;Science & Tech;No;85.0;HR;55.3;0
20866;Female;67.57;State Board;59.11;State Board;Science;69.89;Commerce & Mgmt;No;53.73;HR;55.82;0
20867;Male;82.83;State Board;73.83;State Board;Science;65.48;Commerce & Mgmt;No;70.13;HR;57.78;0
20868;Male;65.0;Central Board;64.8;State Board;Commerce;69.5;Commerce & Mgmt;Yes;56.0;Finance;56.94;0
20869;Male;63.79;Central Board;54.49;Central Board;Commerce;56.21;Commerce & Mgmt;Yes;78.79;Finance;57.12;0
20870;Male;65.0;Central Board;68.0;Central Board;Arts;64.0;Commerce & Mgmt;No;75.0;Finance;57.8;0
20871;Female;66.08;Central Board;883.02;Central Board;Commerce;;Commerce & Mgmt;No;51.54;HR;64.2;0
20872;Male;82.5;State Board;74.25;State Board;Commerce;76.25;Commerce & Mgmt;No;61.42;Finance;59.42;1
20873;Male;67.22;State Board;51.33;State Board;Science;67.22;Science & Tech;No;;HR;72.52;0
20874;Female;69.0;Central Board;78.0;Central Board;Commerce;72.0;Commerce & Mgmt;No;71.0;HR;62.74;0
20875;Female;64.3;Central Board;62.54;Central Board;Commerce;73.34;Commerce & Mgmt;No;59.11;HR;62.37;0
20876;Female;75.26;State Board;55.8;State Board;Science;59.19;Other Degree;Yes;80.8;Finance;;0
20877;Male;72.99;Central Board;78.03;Central Board;Science;73.0;Science & Tech;Yes;85.03;HR;65.82;1
20878;Male;62.0;Central Board;58.0;State Board;Science;53.0;Commerce & Mgmt;No;89.0;HR;60.22;1
20879;Female;88.11;State Board;57.74;State Board;Science;67.76;Science & Tech;;57.18;Finance;57.73;0
20880;Male;73.0;State Board;74.69;State Board;Commerce;67.95;Commerce & Mgmt;Yes;77.55;Finance;67.01;1
20881;Male;58.56;Central Board;66.84;Central Board;Arts;72.7;Commerce & Mgmt;No;87.6;Finance;;1
20882;Female;76.14;State Board;71.71;State Board;Commerce;79.28;Commerce & Mgmt;Yes;86.41;Finance;69.98;0
20883;Male;62.0;Central Board;72.0;Central Board;Commerce;65.0;Commerce & Mgmt;No;67.0;Finance;56.49;0
20884;Female;78.83;State Board;74.8;State Board;Arts;88.88;Commerce & Mgmt;No;97.11;Finance;70.49;0
20885;Male;67.96;State Board;92.6;State Board;Commerce;56.65;Science & Tech;No;55.66;HR;58.25;0
20886;Female;47.13;Central Board;50.13;Central Board;Commerce;57.13;Commerce & Mgmt;Yes;60.0;HR;58.25;0
20887;Male;84.11;State Board;79.17;State Board;Science;69.2;Science & Tech;Yes;83.22;Finance;65.86;0
20888;Male;78.25;;75.17;State Board;Commerce;67.77;Commerce & Mgmt;Yes;;Finance;64.72;1
20889;Male;76.49;State Board;97.5;State Board;Science;78.9;Science & Tech;No;97.42;Finance;74.05;1
20890;Female;66.83;Central Board;77.74;Central Board;Commerce;69.91;Commerce & Mgmt;Yes;66.51;Finance;68.52;0
20891;Female;66.0;Central Board;62.0;Central Board;Commerce;73.0;Commerce & Mgmt;No;58.0;HR;64.36;0
20892;Female;82.0;State Board;64.0;State Board;Science;73.0;Science & Tech;Yes;96.0;Finance;71.77;0
20893;Female;45.22;Central Board;59.0;Central Board;Arts;63.11;Commerce & Mgmt;No;70.89;Finance;60.78;0
20894;Male;41.28;Central Board;37.57;Central Board;Science;58.77;Commerce & Mgmt;No;97.5;Finance;51.61;0
20895;Male;61.0;State Board;70.0;State Board;Commerce;64.0;Commerce & Mgmt;No;68.5;HR;59.5;0
20896;Male;70.69;State Board;79.15;State Board;Commerce;66.15;Commerce & Mgmt;Yes;93.77;Finance;56.84;0
20897;Female;81.15;Central Board;73.71;Central Board;Arts;69.44;Commerce & Mgmt;No;70.02;Finance;74.68;0
20898;Male;60.26;Central Board;55.54;Central Board;Science;60.41;Other Degree;No;75.83;HR;59.19;0
20899;Male;64.07;Central Board;81.07;Central Board;Science;67.19;Commerce & Mgmt;No;59.38;HR;60.31;1
20900;Female;73.19;State Board;58.22;State Board;Science;;Commerce & Mgmt;No;55.8;HR;56.27;0
20901;Female;75.13;State Board;58.39;Central Board;Science;84.51;Science & Tech;No;97.58;Finance;64.5;0
20902;Male;57.39;State Board;66.32;State Board;Arts;66.66;Commerce & Mgmt;No;50.17;HR;55.69;0
20903;Female;72.76;;71.43;State Board;Commerce;75.47;Commerce & Mgmt;Yes;82.99;Finance;69.28;0
20904;Male;65.87;Central Board;63.23;State Board;Science;65.53;Commerce & Mgmt;No;55.17;HR;53.54;0
20905;Male;66.31;Central Board;81.26;Central Board;Commerce;71.2;Commerce & Mgmt;Yes;97.72;Finance;72.35;1
20906;Female;83.34;State Board;59.98;State Board;Science;73.67;Science & Tech;Yes;97.59;Finance;72.26;1
20907;Male;51.23;Central Board;63.0;State Board;Science;67.47;Science & Tech;Yes;88.47;HR;55.26;0
20908;Male;51.49;State Board;65.82;State Board;Arts;743.21;Other Degree;Yes;76.7;Finance;59.21;0
20909;Female;87.98;State Board;64.27;State Board;Science;67.86;Science & Tech;No;56.38;Finance;58.89;0
20910;Female;52.0;State Board;51.78;State Board;Science;55.18;Science & Tech;No;;HR;59.17;0
20911;Male;58.29;Central Board;61.86;Central Board;Commerce;64.72;Commerce & Mgmt;;52.84;Finance;709.47;0
20912;Male;65.74;Central Board;63.94;State Board;Science;66.05;Commerce & Mgmt;No;54.96;HR;53.76;0
20913;Female;73.34;Central Board;71.47;Central Board;Science;68.86;Commerce & Mgmt;No;63.79;HR;63.63;0
20914;Male;60.17;State Board;;State Board;Science;59.63;Science & Tech;Yes;67.47;Finance;53.75;0
20915;Female;84.0;Central Board;73.0;Central Board;Commerce;73.0;Commerce & Mgmt;No;75.0;Finance;73.33;0
20916;Male;58.92;Central Board;64.03;State Board;Science;57.8;Science & Tech;No;85.0;HR;55.3;0
20917;Female;71.2;Central Board;57.78;Central Board;Science;63.1;Science & Tech;No;70.25;HR;;0
20918;Female;87.0;State Board;65.0;State Board;Science;81.0;Commerce & Mgmt;Yes;88.0;Finance;72.78;0
20919;Male;74.0;Central Board;70.0;Central Board;Science;72.0;Commerce & Mgmt;Yes;60.0;Finance;57.24;0
20920;Female;77.51;State Board;69.43;State Board;Arts;82.53;Commerce & Mgmt;Yes;84.92;Finance;69.3;0
20921;Male;52.6;Central Board;65.58;State Board;Science;72.11;Science & Tech;No;57.6;;56.66;0
20922;Female;70.08;Central Board;70.8;Central Board;Commerce;65.2;Other Degree;No;90.66;HR;75.75;0
20923;Male;62.0;Central Board;58.0;State Board;Science;53.0;Commerce & Mgmt;No;89.0;HR;60.22;1
20924;Male;5.06;State Board;56.16;State Board;Science;62.3;Science & Tech;No;;HR;60.66;0
20925;Male;77.59;State Board;69.33;State Board;Commerce;72.68;Commerce & Mgmt;No;94.62;Finance;65.45;1
20926;Female;80.22;Central Board;66.55;Central Board;Science;61.14;Science & Tech;No;73.91;HR;76.34;0
20927;Male;56.12;State Board;37.32;State Board;Science;63.24;Commerce & Mgmt;No;71.59;HR;60.62;0
20928;Female;73.39;State Board;72.16;State Board;Science;66.93;Commerce & Mgmt;No;68.0;HR;73.14;0
20929;Male;49.35;State Board;59.0;State Board;Science;65.17;Science & Tech;Yes;87.39;Finance;62.64;0
20930;Female;80.22;Central Board;79.65;Central Board;Science;69.62;Science & Tech;No;58.0;HR;56.1;0
20931;Male;58.16;Central Board;60.83;Central Board;Commerce;60.02;Commerce & Mgmt;Yes;62.19;HR;61.18;1
20932;Female;74.87;State Board;68.64;State Board;Arts;73.0;Commerce & Mgmt;Yes;75.64;Finance;69.31;0
20933;Female;67.89;Central Board;61.52;State Board;Commerce;59.04;Commerce & Mgmt;No;93.55;Finance;70.39;0
20934;Male;74.44;Central Board;96.16;State Board;Commerce;87.46;Commerce & Mgmt;Yes;;Finance;69.03;0
20935;Female;74.0;Central Board;58.09;State Board;Science;69.95;Commerce & Mgmt;No;81.82;HR;72.79;0
20936;Male;89.13;State Board;71.54;State Board;Science;64.53;Commerce & Mgmt;No;64.57;HR;52.87;0
20937;Male;52.0;;63.0;State Board;Science;65.0;Science & Tech;Yes;86.0;HR;56.09;0
20938;Female;63.24;State Board;66.97;State Board;Commerce;59.86;Commerce & Mgmt;No;58.28;;69.44;0
20939;Female;66.5;Central Board;66.8;Central Board;Arts;69.3;Commerce & Mgmt;Yes;80.4;Finance;71.0;0
20940;Male;69.0;State Board;65.0;State Board;Commerce;57.0;Commerce & Mgmt;No;73.0;HR;55.8;0
20941;Male;57.19;State Board;60.73;State Board;Commerce;59.92;Commerce & Mgmt;No;56.92;HR;53.16;0
20942;Female;78.04;Central Board;77.15;State Board;Commerce;80.09;Commerce & Mgmt;No;59.87;Finance;66.77;0
20943;Male;66.26;Central Board;74.83;State Board;Commerce;61.04;Commerce & Mgmt;Yes;;Finance;52.87;0
20944;Male;86.5;Central Board;74.42;Central Board;Commerce;74.66;Commerce & Mgmt;No;97.35;Finance;54.47;1
20945;Male;79.42;State Board;76.62;State Board;Science;73.0;Science & Tech;No;80.0;Finance;66.53;1
20946;Female;63.0;Central Board;68.99;Central Board;Commerce;61.01;Commerce & Mgmt;No;70.99;HR;65.29;0
20947;Female;72.0;State Board;60.0;State Board;Science;69.0;Commerce & Mgmt;No;55.5;HR;58.4;0
20948;Male;67.99;State Board;71.96;State Board;Commerce;73.0;Commerce & Mgmt;Yes;59.99;Finance;75.04;1
20949;Male;50.38;State Board;57.1;State Board;Science;62.86;Science & Tech;No;58.76;HR;60.67;0
20950;Male;73.24;;50.83;State Board;Science;64.27;Science & Tech;Yes;64.0;Finance;66.23;0
20951;Male;83.06;State Board;;State Board;Science;65.97;Commerce & Mgmt;No;6.89;HR;58.39;0
20952;Female;45.45;State Board;43.84;State Board;Science;87.2;Commerce & Mgmt;No;72.25;Finance;51.31;0
20953;Female;74.91;State Board;68.21;State Board;Arts;84.16;Commerce & Mgmt;Yes;91.25;Finance;72.77;0
20954;Female;56.28;State Board;62.83;State Board;Commerce;59.79;Commerce & Mgmt;No;60.0;HR;57.29;0
20955;Female;6.79;State Board;63.34;State Board;Science;66.26;Commerce & Mgmt;;88.06;Finance;61.17;0
20956;Female;71.36;;60.43;State Board;Commerce;70.97;Commerce & Mgmt;Yes;66.61;HR;61.67;0
20957;Male;57.95;State Board;39.69;State Board;Science;58.97;Commerce & Mgmt;No;72.94;HR;58.8;0
20958;Female;75.2;Central Board;73.2;Central Board;Science;68.4;Commerce & Mgmt;No;65.0;HR;62.98;0
20959;Female;69.12;Central Board;62.73;Central Board;Science;65.76;Science & Tech;;75.24;HR;67.98;0
20960;Male;61.0;State Board;70.0;State Board;Commerce;64.0;Commerce & Mgmt;No;68.5;HR;59.5;0
20961;Male;83.1;State Board;88.26;State Board;Commerce;75.23;Commerce & Mgmt;No;92.39;Finance;77.82;1
20962;Female;88.86;Central Board;78.01;Central Board;Science;75.43;Science & Tech;No;76.85;HR;5.02;0
20963;Male;74.93;Central Board;75.6;Central Board;Science;67.33;Commerce & Mgmt;Yes;55.33;Finance;53.75;0
20964;Female;77.0;State Board;61.0;State Board;Commerce;68.0;Commerce & Mgmt;Yes;57.5;Finance;61.31;0
20965;Male;63.0;State Board;62.0;State Board;Science;65.0;Science & Tech;No;87.5;HR;60.69;0
20966;Male;;State Board;59.25;State Board;Science;65.57;Science & Tech;Yes;59.44;Finance;77.53;0
20967;Male;67.52;State Board;63.52;Central Board;Commerce;71.48;Commerce & Mgmt;No;54.96;HR;58.36;1
20968;Male;63.05;Central Board;66.55;State Board;Commerce;67.06;Commerce & Mgmt;Yes;56.0;Finance;53.56;0
20969;Male;45.72;State Board;37.13;Central Board;Science;63.77;Commerce & Mgmt;No;67.37;Finance;51.31;0
20970;Male;65.72;Central Board;77.14;Central Board;Commerce;74.38;Commerce & Mgmt;No;80.0;Finance;62.03;1
20971;Female;74.57;State Board;82.83;State Board;Arts;;Commerce & Mgmt;No;73.52;Finance;59.9;0
20972;Female;69.22;Central Board;97.54;State Board;Commerce;84.97;Commerce & Mgmt;Yes;84.74;Finance;73.95;0
20973;Male;83.57;State Board;61.54;State Board;Science;67.0;Commerce & Mgmt;;80.75;Finance;73.32;1
20974;Male;88.02;Central Board;72.04;Central Board;Science;61.68;Science & Tech;;74.73;HR;51.38;0
20975;Male;74.02;State Board;57.29;State Board;Commerce;55.23;Commerce & Mgmt;No;82.52;HR;52.26;0
20976;Male;65.03;State Board;63.07;State Board;Commerce;63.01;Commerce & Mgmt;Yes;78.74;HR;51.61;0
20977;Female;83.7;State Board;61.94;State Board;Science;81.61;Science & Tech;Yes;62.48;Finance;70.68;0
20978;Female;74.07;Central Board;78.47;Central Board;Science;64.38;Science & Tech;No;54.59;HR;51.34;0
20979;Male;64.7;Central Board;77.91;Central Board;Commerce;69.71;Commerce & Mgmt;No;59.39;HR;61.91;1
20980;Female;71.73;State Board;70.12;State Board;Commerce;77.53;Commerce & Mgmt;Yes;85.47;;70.6;0
20981;Male;58.59;Central Board;84.07;Central Board;Commerce;67.28;Commerce & Mgmt;No;85.38;Finance;56.49;0
20982;Male;47.17;State Board;77.43;State Board;Commerce;59.86;Commerce & Mgmt;Yes;55.44;HR;64.77;1
20983;Female;89.15;State Board;97.55;State Board;Commerce;86.15;Commerce & Mgmt;No;92.94;Finance;61.94;0
20984;Female;68.44;Central Board;79.32;Central Board;Arts;71.16;Commerce & Mgmt;Yes;72.0;Finance;68.4;0
20985;Male;56.93;State Board;38.13;State Board;Science;61.41;Commerce & Mgmt;No;72.2;HR;59.84;0
